Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
1708,Paul Quessenberry,HOU,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Blidi Wreh-Wilson,TB,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kenjon Barner,TB,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tedric Thompson,CLE,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Brian Allen,CLE,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Michael Joseph,CHI,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,LaCale London,CHI,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Will Redmond,IND,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Michael Bandy,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Josh Watson,HOU,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ron'Dell Carter,HOU,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jalen Camp,HOU,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tony Poljan,BAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Isaiah Hodgins,BUF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Josh Hammond,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Lamar Jackson,NYJ,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Justin Watson,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Stephen Sullivan,CAR,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Madre Harper,CAR,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ryan Izzo,TEN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kavon Frazier,LV,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Trey Edmunds,PIT,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Nakia Griffin-Stewart,KC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,D.J. Hayden,WAS,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Scarlett,MIA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kawaan Baker,NO,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Bryce Thompson,NO,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Luther Kirk IV,ATL,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Austin Trammell,ATL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Chris Milton,MIA,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kyle Nelson,IND,LS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jeff Cotton Jr.,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Michael Jacquet III,JAX,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Travis Fulgham,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Rojesterman Farris,DEN,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Hunter Kampmoyer,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tegray Scales,PIT,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Bryan Mills,MIN,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Aaron Fuller,SEA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Nate McCrary,BAL,RB,1,0,0,0,-1,0,0,0,0,0,0,0,0,-0.1,-0.1
1904,Kurt Benkert,GB,QB,1,0,0,0,-1,0,0,0,0,0,0,0,0,-0.1,-0.1
1906,Chase Daniel,LAC,QB,1,0,0,0,-2,0,0,0,0,0,0,0,0,-0.2,-0.2
1907,Davis Webb,BUF,QB,1,0,0,0,-3,0,0,0,0,0,0,0,0,-0.3,-0.3
1907,Alex Bachman,NYG,WR,3,0,0,0,-3,0,0,0,0,0,0,0,0,-0.1,-0.3
1909,Logan Woodside,TEN,QB,5,0,0,0,-6,0,0,0,0,0,0,0,0,-0.1,-0.6
1910,Jacob Eason,SEA,QB,1,25,0,1,0,0,0,0,0,0,0,0,0,-1,-1
1911,Feleipe Franks,ATL,TE,9,0,0,1,6,0,0,0,0,0,0,0,0,-0.2,-1.4
1912,Trenton Cannon,SF,RB,12,0,0,0,4,0,0,0,0,0,0,0,0,-0.1,-1.6
1913,John Wolford,LAR,QB,3,5,0,1,-1,0,0,0,0,0,0,0,0,-0.6,-1.9
1914,Travis Benjamin,SF,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-2
1914,J.J. Koski,LAR,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-2
1916,Josh Rosen,ATL,QB,4,19,0,2,0,0,0,0,0,0,0,0,0,-0.8,-3.24
1917,Diontae Spencer,DEN,WR,15,0,0,0,0,0,1,-3,0,0,0,0,0,-0.2,-3.3
